ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCLANPO24N000000097","장소","관광지","1003002","디보빌리지","청계천점",,"60513","일반관광지","1114016500125450000","서울특별시","중구","황학동",,"2545","1114016500","1114067000","111403100021","청계천로","400","127.020839174839","37.5710782304878","다사576525","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000098","장소","관광지","1003017","벽해정",,,"60513","일반관광지","4812913800200980001","경상남도","창원시 진해구","태백동",,"산98-1","4812913800","4812954000","481292000030","진해대로","307","128.65845010009","35.1700780101072","마라054867","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000099","장소","관광지","100306","아막성",,,"60610","성/성터","5219045027200830000","전북특별자치도","남원시","아영면","성리","산83","5219045027","5219045000","521904613695","흥부1길","48-54","127.579482946268","35.5152812895636","라마072243","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000100","장소","관광지","1003120","대관령박물관매표소",,,"60401","관광안내소/매표소","5115031027103740003","강원특별자치도","강릉시","성산면","어흘리","374-3","5115031027","5115031000","511504460322","대관령옛길","1","128.804224871658","37.7170254317671","마사149694","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000101","장소","관광지","1003148","한갑동가옥",,,"60608","고택/생가/민속마을","4427037024101450000","충청남도","당진시","우강면","원치리","145","4427037024","4427037000","442704595467","어리생이길","41-12","126.785771848789","36.8327471796445","다바363707","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000102","장소","관광지","100316","척문리산성",,,"60610","성/성터","5219042022102440000","전북특별자치도","남원시","이백면","척문리","244","5219042022","5219042000",,,,"127.423114119893","35.43004508659","다마930149","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000103","장소","관광지","1003467","장수사과테마공원",,,"60516","관광농원/허브마을","5274035023104500000","전북특별자치도","장수군","계남면","신전리","450","5274035023","5274035000","527404628258","음신길","107","127.569293104542","35.6800756026612","라마062426","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000104","장소","관광지","100350","풍계서원",,,"60609","서원/향교/서당","5219036021101370000","전북특별자치도","남원시","대강면","풍산리","137","5219036021","5219036000","521904613131","대강산촌길","35-46","127.266475736447","35.4190357954412","다마788137","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000105","장소","관광지","100355","호암서원",,,"60609","서원/향교/서당","5219039021106820001","전북특별자치도","남원시","덕과면","만도리","682-1","5219039021","5219039000","521904613164","덕과도촌길","67-8","127.389843482878","35.5057983280247","다마900233","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000106","장소","관광지","100359","유애묘",,,"60603","유명사적/유적지","5219010100101860000","전북특별자치도","남원시","동충동",,"186","5219010100","5219051000","521903271024","용성로","41-22","127.381260464549","35.410134712979","다마892127","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000107","장소","관광지","100366","구천사",,,"60603","유명사적/유적지","5219034026106880001","전북특별자치도","남원시","주생면","제천리","688-1","5219034026","5219034000","521904613578","제천길","33-13","127.313086930297","35.3706912861902","다마830083","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000108","장소","관광지","100371","노적봉마애여래좌상",,,"60603","유명사적/유적지","5219038021200230001","전북특별자치도","남원시","사매면","서도리","산23-1","5219038021","5219038000",,,,"127.312205752723","35.4761283391613","다마829200","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000109","장소","관광지","100378","무진정",,,"60603","유명사적/유적지","5219036033104560001","전북특별자치도","남원시","대강면","방산리","456-1","5219036033","5219036000","521904613237","방산길","65-13","127.199193603958","35.3180781163927","다마726025","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000110","장소","관광지","100386","비홍산성",,,"60610","성/성터","5219034028200570002","전북특별자치도","남원시","주생면","내동리","산57-2","5219034028","5219034000",,,,"127.269031171956","35.396477407556","다마790112","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000111","장소","관광지","100392","구름다리박꽃마을",,,"60519","정보화마을","5219037026106310001","전북특별자치도","남원시","대산면","운교리","631-1","5219037026","5219037000",,,,"127.325697549977","35.4302065163301","다마841149","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000112","장소","관광지","100393","꽃낭구마을",,,"60519","정보화마을","5219036024200540003","전북특별자치도","남원시","대강면","평촌리","산54-3","5219036024","5219036000",,,,"127.24078098957","35.3816709017814","다마764095","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000113","장소","관광지","100398","혼불문학마을",,,"60519","정보화마을","5219038021104240001","전북특별자치도","남원시","사매면","서도리","424-1","5219038021","5219038000","521904613114","노봉길","78-5","127.322372054181","35.4851596282666","다마838210","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000114","장소","관광지","100399","요천권역마을",,,"60519","정보화마을","5219042025105180000","전북특별자치도","남원시","이백면","남계리","518","5219042025","5219042000",,,,"127.443674091562","35.4584627014299","다마948180","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000115","장소","관광지","100403","남원관광단지종합안내센타",,,"60401","관광안내소/매표소","5219012200100370021","전북특별자치도","남원시","어현동",,"37-21","5219012200","5219054000","521904613419","양림길","17","127.387205650352","35.4028808717132","다마897119","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000116","장소","관광지","100415","국악의성지안내소",,,"60401","관광안내소/매표소","5219025036102440000","전북특별자치도","남원시","운봉읍","가산리","244","5219025036","5219025000","521904613272","비전길","69","127.566477750189","35.4594796769971","라마060181","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000117","장소","관광지","100430","관덕정",,,"60603","유명사적/유적지","5219012200101780000","전북특별자치도","남원시","어현동",,"178","5219012200","5219054000","521904613350","소리길","122-23","127.390642841818","35.4060242344969","다마900122","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000118","장소","관광지","100431","현대여행사",,,"60403","항공사/여행사","3114010400111690010","울산광역시","남구","신정동",,"1169-10","3114010400","3114051000","311403170015","돋질로","15","129.307728147999","35.5371515002923","마마638283","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000119","장소","관광지","100433","황산정",,,"60603","유명사적/유적지","5219025037100940002","전북특별자치도","남원시","운봉읍","화수리","94-2","5219025037","5219025000","521904613714","군화동길","74","127.572035727467","35.4579137043158","라마065180","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000120","장소","관광지","100435","태진관광",,,"60403","항공사/여행사","3114010400107000003","울산광역시","남구","신정동",,"700-3","3114010400","3114051000","311403170015","돋질로","45","129.310940085773","35.5378990657461","마마641283","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000121","장소","관광지","100436","정충사",,,"60603","유명사적/유적지","5219034024101040001","전북특별자치도","남원시","주생면","정송리","104-1","5219034024","5219034000",,,,"127.332483444625","35.3976535298825","다마847113","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000122","장소","관광지","100439","대전관광여행사",,,"60403","항공사/여행사","3017011200114050000","대전광역시","서구","둔산동",,"1405","3017011200","3017063000","301703166022","둔산중로","66","127.38724076636","36.3526098989731","다바898172","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000123","장소","관광지","100443","SK투어비스",,,"60403","항공사/여행사","3114010400105900009","울산광역시","남구","신정동",,"590-9","3114010400","3114053000","311403170015","돋질로","101","129.316873877085","35.5394535213887","마마647285","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000124","장소","관광지","100452","수성대",,,"60513","일반관광지","5273032028202350000","전북특별자치도","무주군","설천면","두길리","산235","5273032028","5273032000",,,,"127.768647938831","35.9588837010502","라마242736","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000125","장소","관광지","1004884","용인농촌테마파크매표소",,,"60401","관광안내소/매표소","4146134022108710003","경기도","용인시 처인구","원삼면","사암리","871-3","4146134022","4146134000","414613203025","농촌파크로","80-1","127.298253650517","37.1727741448172","다사820082","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000126","장소","관광지","1005876","죽전아울렛거리",,,"60517","먹거리/패션거리","4146510200108760027","경기도","용인시 수지구","죽전동",,"876-27","4146510200","4146555000",,,,"127.108725997706","37.3332731360995","다사653261","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000127","장소","관광지","1006099","자동차부속골목",,,"60517","먹거리/패션거리","2711015600123210000","대구광역시","중구","남산동",,"2321","2711015600","2711066000","271103141013","명덕로","185","128.587888146047","35.8570951592426","라마982628","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000128","장소","관광지","1006255","탄금대",,,"60603","유명사적/유적지","4313011600104570003","충청북도","충주시","칠금동",,"457-3","4313011600","4313062500",,,,"127.898290959387","36.9888858157124","라바354878","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000129","장소","관광지","1006454","안면송림",,,"60603","유명사적/유적지","4482525322200280055","충청남도","태안군","안면읍","정당리","산28-55","4482525322","4482525300",,,,"126.328970709421","36.5509571715506","나바951398","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000130","장소","관광지","1006531","대부바다향기테마파크",,,"60513","일반관광지","4127311100000000000","경기도","안산시 단원구","대부북동",,,"4127311100","4127361000",,,,"126.578466715435","37.282457756205","다사183207","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000131","장소","관광지","1006660","둥글이네",,,"60520","캠핑장","4128110900101530000","경기도","고양시 덕양구","지축동",,"153","4128110900","4128156000","412814376118","북한산로387번길","45-12","126.948763688328","37.6623558566385","다사513626","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000132","장소","관광지","1006662","두멩이골목",,,"60513","일반관광지","5011010200109950006","제주특별자치도","제주시","일도이동",,"995-6","5011010200","5011052000","501104847595","동문로14길","16-1","126.533279453924","33.5121695400911","다다102026","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000133","장소","관광지","1006718","서귀다원",,,"60516","관광농원/허브마을","5013010700111550017","제주특별자치도","서귀포시","상효동",,"1155-17","5013010700","5013056000","501303020004","516로","717","126.596691289962","33.3127616026806","다나159805","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000134","장소","관광지","1007111","캠핑힐즈",,,"60520","캠핑장","4163033024106380003","경기도","양주시","광적면","비암리","638-3","4163033024","4163033000","416304436259","쇠장이길","755-51","126.917795922148","37.797255944193","다사487776","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000135","장소","관광지","1007194","갈모봉산림휴양원",,,"60503","휴양림/수목원","4882025036105920000","경상남도","고성군","고성읍","이당리","592","4882025036","4882025000","488204862937","갈모봉숲길","42","128.267518168891","34.9717382399151","라라700643","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000136","장소","관광지","1007242","메트로항공여행사",,,"60403","항공사/여행사","4812511800100060001","경상남도","창원시 마산합포구","산호동",,"6-1","4812511800","4812565000","481253329020","삼호로","57","128.584666734557","35.2222223008926","라라987924","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
